epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
170,703.162,0.87956,0.90448,1.19037,0.85889,0.58512,0.76467,0.57528,1.03829,0.95482,1.27394,4.36672e-05,4.36672e-05,4.36672e-05
171,707.082,0.87812,0.89174,1.19313,0.74413,0.68895,0.78597,0.58922,1.02316,0.91728,1.25573,4.33339e-05,4.33339e-05,4.33339e-05
172,711.052,0.86484,0.86659,1.1869,0.80787,0.61224,0.7624,0.56307,1.07851,0.96725,1.31522,4.30006e-05,4.30006e-05,4.30006e-05
173,714.967,0.86824,0.88969,1.18082,0.6978,0.72694,0.78749,0.5818,1.05629,0.91641,1.26666,4.26672e-05,4.26672e-05,4.26672e-05
174,718.937,0.88169,0.89926,1.18972,0.70597,0.7191,0.7944,0.60704,1.00857,0.89552,1.23313,4.23339e-05,4.23339e-05,4.23339e-05
175,722.912,0.84349,0.85514,1.16817,0.83664,0.60279,0.77863,0.56195,1.11767,0.93117,1.34344,4.20006e-05,4.20006e-05,4.20006e-05
176,726.952,0.86093,0.85709,1.18365,0.69712,0.71722,0.78469,0.57756,1.05888,0.9072,1.30424,4.16673e-05,4.16673e-05,4.16673e-05
177,730.902,0.87406,0.86796,1.18758,0.77811,0.65497,0.7657,0.57283,1.05457,0.96268,1.31775,4.13339e-05,4.13339e-05,4.13339e-05
178,734.917,0.85107,0.86756,1.16365,0.71344,0.7133,0.76663,0.56133,1.07849,0.93819,1.33018,4.10006e-05,4.10006e-05,4.10006e-05
179,738.862,0.85755,0.84633,1.17627,0.74408,0.67218,0.76453,0.57547,1.06806,0.94759,1.32017,4.06673e-05,4.06673e-05,4.06673e-05
180,742.832,0.84573,0.84588,1.17415,0.79896,0.63306,0.78324,0.59362,1.02802,0.93791,1.27304,4.03339e-05,4.03339e-05,4.03339e-05
181,746.866,0.85354,0.85419,1.17778,0.79689,0.63655,0.77311,0.5641,1.10698,0.98513,1.32958,4.00006e-05,4.00006e-05,4.00006e-05
182,750.874,0.86692,0.86373,1.18786,0.787,0.63954,0.75534,0.53269,1.18647,1.01858,1.41861,3.96673e-05,3.96673e-05,3.96673e-05
183,754.892,0.87605,0.87952,1.18003,0.81412,0.61195,0.77135,0.55009,1.12457,0.9909,1.36984,3.93339e-05,3.93339e-05,3.93339e-05
184,758.937,0.87533,0.86843,1.19182,0.79215,0.6338,0.7665,0.575,1.06011,0.97862,1.31039,3.90006e-05,3.90006e-05,3.90006e-05
185,762.881,0.87973,0.88858,1.19262,0.78581,0.66859,0.78435,0.5939,1.02191,0.92327,1.26474,3.86673e-05,3.86673e-05,3.86673e-05
186,766.85,0.87957,0.88037,1.20038,0.82891,0.62996,0.79243,0.59792,1.01391,0.92453,1.26785,3.83339e-05,3.83339e-05,3.83339e-05
187,770.867,0.83428,0.8637,1.16922,0.78803,0.66252,0.78077,0.59439,1.03076,0.95327,1.28523,3.80006e-05,3.80006e-05,3.80006e-05
188,774.836,0.83739,0.84342,1.16641,0.80242,0.66539,0.80789,0.61154,0.97944,0.89872,1.2454,3.76673e-05,3.76673e-05,3.76673e-05
189,778.772,0.84536,0.85456,1.17911,0.78595,0.673,0.78924,0.58122,1.06457,0.92542,1.3198,3.7334e-05,3.7334e-05,3.7334e-05
190,782.76,0.84474,0.82315,1.16771,0.74441,0.6883,0.79206,0.60081,1.02054,0.90049,1.25682,3.70006e-05,3.70006e-05,3.70006e-05
191,786.735,0.84866,0.85012,1.1651,0.77375,0.65323,0.78397,0.599,1.00236,0.92295,1.2565,3.66673e-05,3.66673e-05,3.66673e-05
192,790.782,0.83231,0.81947,1.17399,0.84437,0.58997,0.7638,0.57737,1.04888,0.97668,1.2943,3.6334e-05,3.6334e-05,3.6334e-05
193,794.721,0.8309,0.82476,1.16923,0.721,0.67803,0.76151,0.58154,1.04391,0.95099,1.30413,3.60006e-05,3.60006e-05,3.60006e-05
194,798.666,0.84116,0.86122,1.17742,0.76688,0.64307,0.77503,0.60143,0.98786,0.91314,1.2586,3.56673e-05,3.56673e-05,3.56673e-05
195,802.636,0.82278,0.82759,1.15957,0.77664,0.65349,0.78634,0.58572,1.05541,0.92553,1.31085,3.5334e-05,3.5334e-05,3.5334e-05
196,806.597,0.84386,0.83055,1.1713,0.8019,0.61927,0.75664,0.57109,1.04321,0.96012,1.31845,3.50007e-05,3.50007e-05,3.50007e-05
197,810.579,0.87325,0.84868,1.17995,0.70791,0.70528,0.77294,0.59078,1.03245,0.93394,1.28854,3.46673e-05,3.46673e-05,3.46673e-05
198,814.669,0.84701,0.85486,1.16712,0.85141,0.60255,0.77549,0.58959,1.05231,0.93039,1.29295,3.4334e-05,3.4334e-05,3.4334e-05
199,818.675,0.84725,0.8217,1.16019,0.83152,0.62941,0.78812,0.61926,0.96282,0.87085,1.21995,3.40007e-05,3.40007e-05,3.40007e-05
200,822.674,0.83233,0.84694,1.16213,0.81971,0.64491,0.79452,0.61166,0.98373,0.88163,1.21711,3.36673e-05,3.36673e-05,3.36673e-05
201,826.612,0.82226,0.81202,1.15189,0.78027,0.68827,0.81014,0.62327,0.95464,0.8442,1.20172,3.3334e-05,3.3334e-05,3.3334e-05
202,830.594,0.84724,0.83745,1.16146,0.77618,0.68699,0.81553,0.60614,1.00501,0.85184,1.23619,3.30007e-05,3.30007e-05,3.30007e-05
203,834.548,0.8134,0.80273,1.149,0.79088,0.65681,0.80085,0.59801,1.00651,0.88623,1.25087,3.26673e-05,3.26673e-05,3.26673e-05
204,838.607,0.83532,0.83257,1.15417,0.78478,0.6438,0.78935,0.58715,1.03126,0.89252,1.26053,3.2334e-05,3.2334e-05,3.2334e-05
205,842.583,0.83664,0.81822,1.15695,0.78211,0.65835,0.78,0.57926,1.07714,0.91163,1.29386,3.20007e-05,3.20007e-05,3.20007e-05
206,846.537,0.82741,0.8378,1.16641,0.78177,0.65004,0.77787,0.58288,1.05454,0.91135,1.28313,3.16674e-05,3.16674e-05,3.16674e-05
207,850.468,0.8266,0.82488,1.15748,0.79801,0.64341,0.77425,0.58321,1.04285,0.92226,1.28802,3.1334e-05,3.1334e-05,3.1334e-05
208,854.458,0.85568,0.8436,1.1744,0.77196,0.68057,0.78989,0.59946,1.02153,0.91069,1.27067,3.10007e-05,3.10007e-05,3.10007e-05
209,858.553,0.84054,0.8258,1.1706,0.72553,0.71311,0.80092,0.62111,0.94532,0.86474,1.1878,3.06674e-05,3.06674e-05,3.06674e-05
210,862.552,0.83592,0.82095,1.16962,0.78392,0.6719,0.79224,0.60476,0.98894,0.88069,1.21854,3.0334e-05,3.0334e-05,3.0334e-05
211,866.566,0.80476,0.80431,1.13752,0.75775,0.67277,0.78093,0.59303,1.02464,0.92356,1.25376,3.00007e-05,3.00007e-05,3.00007e-05
212,870.583,0.80322,0.79358,1.14424,0.74618,0.67563,0.77653,0.58852,1.02394,0.92262,1.26711,2.96674e-05,2.96674e-05,2.96674e-05
213,874.56,0.8287,0.81717,1.14441,0.74039,0.68099,0.77665,0.5685,1.09534,0.93764,1.33164,2.9334e-05,2.9334e-05,2.9334e-05
214,878.582,0.80529,0.81006,1.15238,0.89153,0.58115,0.76704,0.56873,1.08899,0.98359,1.32918,2.90007e-05,2.90007e-05,2.90007e-05
215,882.614,0.80153,0.78329,1.14882,0.87096,0.59749,0.76909,0.58548,1.04315,0.96274,1.2949,2.86674e-05,2.86674e-05,2.86674e-05
216,886.537,0.81862,0.79894,1.14433,0.77656,0.65143,0.77294,0.59443,1.00978,0.92799,1.26077,2.83341e-05,2.83341e-05,2.83341e-05
217,890.48,0.80491,0.77628,1.13467,0.77783,0.63726,0.76189,0.57333,1.06429,0.94335,1.30237,2.80007e-05,2.80007e-05,2.80007e-05
218,894.549,0.79377,0.83228,1.14596,0.7853,0.65385,0.78033,0.58305,1.0424,0.93704,1.28936,2.76674e-05,2.76674e-05,2.76674e-05
219,898.559,0.81009,0.80167,1.16284,0.82291,0.64117,0.77862,0.58284,1.0457,0.93181,1.30106,2.73341e-05,2.73341e-05,2.73341e-05
220,902.573,0.80568,0.79226,1.15056,0.79774,0.64727,0.78312,0.57918,1.05003,0.93868,1.29278,2.70007e-05,2.70007e-05,2.70007e-05
221,906.708,0.79874,0.80808,1.14077,0.82505,0.61273,0.77213,0.58187,1.02954,0.95804,1.27091,2.66674e-05,2.66674e-05,2.66674e-05
222,910.761,0.82637,0.79355,1.15786,0.87951,0.59338,0.77474,0.59829,1.01044,0.93198,1.25845,2.63341e-05,2.63341e-05,2.63341e-05
223,914.724,0.79894,0.79167,1.14373,0.88395,0.59247,0.78047,0.60071,0.98835,0.91674,1.25823,2.60007e-05,2.60007e-05,2.60007e-05
224,918.68,0.79324,0.80369,1.13574,0.89132,0.58278,0.7826,0.59869,1.01703,0.91624,1.26446,2.56674e-05,2.56674e-05,2.56674e-05
225,922.631,0.78368,0.77537,1.14526,0.89153,0.58305,0.77631,0.58723,1.03347,0.93158,1.28408,2.53341e-05,2.53341e-05,2.53341e-05
226,926.67,0.8012,0.80192,1.14012,0.87142,0.59469,0.77237,0.58614,1.03576,0.94886,1.29212,2.50007e-05,2.50007e-05,2.50007e-05
227,930.58,0.80558,0.79362,1.14285,0.83185,0.60908,0.77449,0.58438,1.03128,0.94177,1.29299,2.46674e-05,2.46674e-05,2.46674e-05
228,934.533,0.79984,0.78367,1.13456,0.82941,0.62143,0.7781,0.59762,1.00991,0.91315,1.27484,2.43341e-05,2.43341e-05,2.43341e-05
229,938.47,0.78238,0.787,1.13669,0.81039,0.61918,0.77657,0.59877,0.99789,0.92196,1.2693,2.40008e-05,2.40008e-05,2.40008e-05
230,942.462,0.77346,0.76409,1.12929,0.79646,0.64205,0.78453,0.60001,1.00804,0.9271,1.27614,2.36674e-05,2.36674e-05,2.36674e-05
231,946.498,0.80457,0.7846,1.14233,0.88075,0.58765,0.78428,0.59526,1.02041,0.93731,1.27705,2.33341e-05,2.33341e-05,2.33341e-05
